Filename,Config,OCR_module,LLM_model,Accuracy,Precision,Recall,F1_Score,PP_Time,OCR_Time,LLM_Time,Time
correo#2015-09-05#02,39,rolmocr,phi4,0.3333333333333333,1.0,0.3333333333333333,0.5,0.027792930603027344,62.83532500267029,20.626722812652588,83.4898407459259
correo#2018-09-02#09,11,olmocr,phi4,1.0,1.0,1.0,1.0,0.005267143249511719,59.44320750236511,20.27880859375,79.72728323936462
correo#2018-09-02#09,25,olmocr,phi4,1.0,1.0,1.0,1.0,0.10953283309936523,3.451651096343994,16.146358013153076,19.707541942596436
correo#2016-06-08#01,32,rolmocr,phi4,0.6666666666666666,1.0,0.6666666666666666,0.8,124.22850203514099,43.21161985397339,28.437735319137573,195.87785720825195
elcomercio#2019-03-23#01,35,olmocr,phi4,0.0,0.0,0.0,0.0,0.6553585529327393,53.211376905441284,8.916325569152832,62.783061027526855
elcomercio#2020-01-25#24,1,olmocr,phi4,0.0,0.0,0.0,0.0,0.02361750602722168,127.38506007194519,19.266029357910156,146.67470693588257
elcomercio#2019-03-23#01,8,olmocr,phi4,0.14814814814814814,1.0,0.14814814814814814,0.25806451612903225,0.48055458068847656,36.216291189193726,17.198127269744873,53.894973039627075
elcomercio#2020-01-25#24,8,rolmocr,phi4,0.0,0.0,0.0,0.0,0.27848005294799805,2.8933663368225098,6.5992395877838135,9.771085977554321
elcomercio#2016-06-05#08,21,olmocr,phi4,0.06666666666666667,1.0,0.06666666666666667,0.125,0.05097508430480957,177.7146737575531,59.65077447891235,237.41642332077026
gestion#2015-09-10#04,9,rolmocr,phi4,0.0,0.0,0.0,0.0,0.0027730464935302734,154.97119855880737,39.381033420562744,194.35500502586365
elcomercio#2016-06-05#08,41,rolmocr,phi4,0.0,0.0,0.0,0.0,1119.6660997867584,2.747335433959961,10.587628602981567,1133.0010638237
elcomercio#2014-02-01#01,14,olmocr,phi4,0.8095238095238095,1.0,0.8095238095238095,0.8947368421052632,1084.6476905345917,49.926202058792114,39.28952956199646,1173.8634221553802
elcomercio#2020-01-25#24,32,rolmocr,phi4,0.0,0.0,0.0,0.0,1038.7352366447449,2.525625228881836,8.152456760406494,1049.4133186340332
correo#2020-07-03#01,12,olmocr,phi4,1.0,1.0,1.0,1.0,0.00010037422180175781,2.4120702743530273,4.593239068984985,7.0054097175598145
elcomercio#2016-06-05#08,16,rolmocr,phi4,0.0,0.0,0.0,0.0,1.2075231075286865,3.004396677017212,29.7564435005188,33.9683632850647
gestion#2017-05-15#04,14,olmocr,phi4,0.13333333333333333,1.0,0.13333333333333333,0.23529411764705882,143.4316258430481,81.63600373268127,60.52768874168396,285.59531831741333
correo#2018-09-02#09,10,rolmocr,phi4,1.0,1.0,1.0,1.0,0.0032842159271240234,150.88310885429382,26.244908809661865,177.1313018798828
gestion#2017-05-15#04,42,olmocr,phi4,0.0,0.0,0.0,0.0,0.03144478797912598,1954.8904032707214,23.154213905334473,1978.076061964035
correo#2018-09-02#09,7,olmocr,phi4,1.0,1.0,1.0,1.0,0.09375,3.6435117721557617,13.164108991622925,16.901370763778687
gestion#2015-09-10#04,25,rolmocr,phi4,0.0,0.0,0.0,0.0,0.20198583602905273,38.995585441589355,18.890953540802002,58.08852481842041
gestion#2015-09-10#04,29,olmocr,phi4,0.0,0.0,0.0,0.0,0.018648862838745117,2127.178876876831,35.66752815246582,2162.8650538921356
elcomercio#2016-06-05#08,7,olmocr,phi4,0.0,0.0,0.0,0.0,1.0174460411071777,16.535022020339966,9.06259274482727,26.615060806274414
elcomercio#2014-02-01#01,38,olmocr,phi4,0.6666666666666666,1.0,0.6666666666666666,0.8,0.2645225524902344,53.64197897911072,10.928178310394287,64.83467984199524
correo#2020-07-03#01,27,olmocr,phi4,1.0,1.0,1.0,1.0,0.0009846687316894531,2.3337039947509766,1.7929775714874268,4.127666234970093
gestion#2017-05-15#04,7,olmocr,phi4,0.0,0.0,0.0,0.0,0.10796141624450684,3.6089608669281006,3.4313151836395264,7.148237466812134
elcomercio#2014-02-01#01,22,olmocr,phi4,0.8095238095238095,1.0,0.8095238095238095,0.8947368421052632,297.61093497276306,49.342841386795044,32.47502374649048,379.4288001060486
elcomercio#2020-01-25#24,29,rolmocr,phi4,0.0,0.0,0.0,0.0,0.12975621223449707,2.702591896057129,20.16914677619934,23.001494884490967
gestion#2014-06-02#01,17,olmocr,phi4,0.2727272727272727,1.0,0.2727272727272727,0.42857142857142855,0.02619647979736328,28.56083083152771,10.158010721206665,38.74503803253174
elcomercio#2014-02-01#01,20,olmocr,phi4,0.6666666666666666,1.0,0.6666666666666666,0.8,0.036508798599243164,53.47943925857544,14.29026174545288,67.80620980262756
correo#2020-07-03#01,13,olmocr,phi4,1.0,1.0,1.0,1.0,0.24085497856140137,3.451230764389038,3.0407257080078125,6.732811450958252
correo#2016-06-08#01,6,olmocr,phi4,0.6666666666666666,1.0,0.6666666666666666,0.8,0.011449098587036133,10.751991987228394,4.215951681137085,14.979392766952515
correo#2015-09-05#02,28,rolmocr,phi4,0.0,0.0,0.0,0.0,0.03032064437866211,7941.42764878273,45.099347829818726,7986.5573172569275
correo#2018-09-02#09,16,olmocr,phi4,1.0,1.0,1.0,1.0,0.11860489845275879,3.6387550830841064,1.7853975296020508,5.542757511138916
